X,y,w,ids
CC1(C)CCN(CCCC(=O)NC(N)=O)CC[S@]1=O,0.195,1.0,CC1(C)CCN(CCCC(=O)NC(N)=O)CC[S@]1=O
CC[C@H](C)n1[nH]c(=NC(=O)c2ccncc2C(F)(F)F)cc1C,3.2510000000000003,1.0,CC[C@H](C)n1[nH]c(=NC(=O)c2ccncc2C(F)(F)F)cc1C
Nc1ncc(-c2ccc([C@@H]3CCCN3)cn2)cc1F,2.289,1.0,Nc1ncc(-c2ccc([C@@H]3CCCN3)cn2)cc1F
CC[C@H](C)OC(=O)N1CC[C@H](N2Cc3ccccc3NC2=O)C1,3.044,1.0,CC[C@H](C)OC(=O)N1CC[C@H](N2Cc3ccccc3NC2=O)C1
CN(C(=O)C[C@@H]1CCC(=O)N1)C1CCN(C(=O)C2(C)CCCC2)CC1,1.685,1.0,CN(C(=O)C[C@@H]1CCC(=O)N1)C1CCN(C(=O)C2(C)CCCC2)CC1
Cc1cc(C(=O)N2CCO[C@@H](CNc3ccc(C)nn3)C2)ns1,1.503,1.0,Cc1cc(C(=O)N2CCO[C@@H](CNc3ccc(C)nn3)C2)ns1
COc1nccc(C(=O)N2CC[C@H](N(C)Cc3ccon3)C2)n1,0.82,1.0,COc1nccc(C(=O)N2CC[C@H](N(C)Cc3ccon3)C2)n1
Cc1cc(C)c(CCNC(=O)C(=O)NC[C@H]2CCNC2)c(C)c1,0.996,1.0,Cc1cc(C)c(CCNC(=O)C(=O)NC[C@H]2CCNC2)c(C)c1
CCCCOc1ccccc1CNC[C@H](O)C1CCC1,3.116,1.0,CCCCOc1ccccc1CNC[C@H](O)C1CCC1
Cn1nnc2c1C[C@H](C(=O)NC[C@@]1(O)CCS(=O)(=O)C1)CC2,-1.414,1.0,Cn1nnc2c1C[C@H](C(=O)NC[C@@]1(O)CCS(=O)(=O)C1)CC2
CC1(NC(=O)[C@H]2C[C@H]2c2c(F)cccc2F)CCOCC1,2.754,1.0,CC1(NC(=O)[C@H]2C[C@H]2c2c(F)cccc2F)CCOCC1
C[C@H]1C[C@H](NC(=O)c2cnn3c2[nH]ccc3=O)C(=O)O1,-0.544,1.0,C[C@H]1C[C@H](NC(=O)c2cnn3c2[nH]ccc3=O)C(=O)O1
C[C@@H]1CN(C2CC2)C[C@@H]1NC(=O)C(=O)N[C@@H]1CCCC[C@H]1CN,0.219,1.0,C[C@@H]1CN(C2CC2)C[C@@H]1NC(=O)C(=O)N[C@@H]1CCCC[C@H]1CN
CC(C)Cc1nc(CN2CC(CNC(=O)c3cnnc(O)c3)C2)no1,0.626,1.0,CC(C)Cc1nc(CN2CC(CNC(=O)c3cnnc(O)c3)C2)no1
C[C@@H](C(=O)N1CC[C@@H](CNC(=O)C2CC=CC2)C1)C(C)(F)F,2.209,1.0,C[C@@H](C(=O)N1CC[C@@H](CNC(=O)C2CC=CC2)C1)C(C)(F)F
CC(C)n1cnnc1CNC(=O)[C@H](C)c1cccs1,2.34,1.0,CC(C)n1cnnc1CNC(=O)[C@H](C)c1cccs1
O=C(Cn1cnnn1)NCC1(NC(=O)c2ccnnc2)CCC1,-1.068,1.0,O=C(Cn1cnnn1)NCC1(NC(=O)c2ccnnc2)CCC1
CC(C)CC(=O)N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)C[C@@H]1C[C@@H]2CC[C@H]1C2,3.497,1.0,CC(C)CC(=O)N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)C[C@@H]1C[C@@H]2CC[C@H]1C2
CC(C)(C)[C@@]1(C)CN(Cc2ccc(C3(C(=O)O)CC3)cc2)CCO1,3.44,1.0,CC(C)(C)[C@@]1(C)CN(Cc2ccc(C3(C(=O)O)CC3)cc2)CCO1
CN(C)c1ccc(-n2cc3ccc(N)cc3n2)cc1Cl,3.327,1.0,CN(C)c1ccc(-n2cc3ccc(N)cc3n2)cc1Cl
C[C@H](O)CN(C(=O)c1ccn(C)c1C1CCC1)[C@@H](C)CO,1.496,1.0,C[C@H](O)CN(C(=O)c1ccn(C)c1C1CCC1)[C@@H](C)CO
Cc1ccc(CNCCNC(=O)C2Cc3ccccc3C2)cc1C,2.924,1.0,Cc1ccc(CNCCNC(=O)C2Cc3ccccc3C2)cc1C
C[C@H]1C[C@@H](NC(=O)c2ccnn2C)CN1C(=O)Cn1ncn(C)c1=O,-1.265,1.0,C[C@H]1C[C@@H](NC(=O)c2ccnn2C)CN1C(=O)Cn1ncn(C)c1=O
Cc1noc(COC(=O)c2ccccc2OCC(=O)N(C)C)n1,1.202,1.0,Cc1noc(COC(=O)c2ccccc2OCC(=O)N(C)C)n1
Cc1cc(C(=O)N[C@@H]2CN(C(=O)c3ccn(C)n3)C[C@@H]2O)ncn1,-0.866,1.0,Cc1cc(C(=O)N[C@@H]2CN(C(=O)c3ccn(C)n3)C[C@@H]2O)ncn1
C[C@@H](C(=O)N1CC[C@H]2CN(CCCCC3CCOCC3)C[C@H]21)C1CC1,3.162,1.0,C[C@@H](C(=O)N1CC[C@H]2CN(CCCCC3CCOCC3)C[C@H]21)C1CC1
NC(=O)C(=O)N1C[C@@H]2C(NC(=O)c3n[nH]c4c3CCC4)[C@H]2C1,-1.43,1.0,NC(=O)C(=O)N1C[C@@H]2C(NC(=O)c3n[nH]c4c3CCC4)[C@H]2C1
CC1(C)C[C@@H]1C(=O)N1CC[C@@H]1CNC(=O)c1cccc(Cl)c1,2.717,1.0,CC1(C)C[C@@H]1C(=O)N1CC[C@@H]1CNC(=O)c1cccc(Cl)c1
O=C(COCCO)N1CC2(C1)CCCN2C(=O)[C@@H]1C=CCN1,-1.273,1.0,O=C(COCCO)N1CC2(C1)CCCN2C(=O)[C@@H]1C=CCN1
CCOC[C@H](O)CN1CCC(C)(C)S(=O)(=O)CC1,0.283,1.0,CCOC[C@H](O)CN1CCC(C)(C)S(=O)(=O)CC1
NC(=O)C(=O)N1CC(CNC(=O)[C@H]2CN3CCC[C@H]3CO2)C1,-2.091,1.0,NC(=O)C(=O)N1CC(CNC(=O)[C@H]2CN3CCC[C@H]3CO2)C1
O=C([C@@H]1OC[C@@H]2COCC[C@H]12)N1CCN(c2cnccn2)CC1,0.177,1.0,O=C([C@@H]1OC[C@@H]2COCC[C@H]12)N1CCN(c2cnccn2)CC1
C[C@H]1CC(F)(F)CCN1C(=O)COc1ccc(C=O)cc1,2.524,1.0,C[C@H]1CC(F)(F)CCN1C(=O)COc1ccc(C=O)cc1
Cc1nc[nH]c1C(=O)N[C@@H]1CC[C@H](CNC(=O)C2=CCOCC2)C1,1.08,1.0,Cc1nc[nH]c1C(=O)N[C@@H]1CC[C@H](CNC(=O)C2=CCOCC2)C1
CC(C)(C)OC(=O)N1C[C@@H]2CCN(C(=O)[C@@H]3CC[C@H]4C[C@H]4C3)[C@@H]2C1,2.89,1.0,CC(C)(C)OC(=O)N1C[C@@H]2CCN(C(=O)[C@@H]3CC[C@H]4C[C@H]4C3)[C@@H]2C1
Cn1cnc([C@@H]2CN(C(=O)C(N)=O)C[C@H]2NCC(=O)NC2CC2)c1,-1.932,1.0,Cn1cnc([C@@H]2CN(C(=O)C(N)=O)C[C@H]2NCC(=O)NC2CC2)c1
COCC1(C(=O)N(C)C[C@H](C)NC(=O)c2ccnn2C)CC1,0.423,1.0,COCC1(C(=O)N(C)C[C@H](C)NC(=O)c2ccnn2C)CC1
C[C@@H]1CN(C(=O)C(F)=C2CCCC2)C[C@@H]1NCCc1ccns1,2.92,1.0,C[C@@H]1CN(C(=O)C(F)=C2CCCC2)C[C@@H]1NCCc1ccns1
Cc1nc(CNC[C@@H](O)CN(C)C(=O)c2cnc3n2CCC3)n[nH]1,-0.521,1.0,Cc1nc(CNC[C@@H](O)CN(C)C(=O)c2cnc3n2CCC3)n[nH]1
C[C@@H](NCCNC(=O)c1n[nH]cc1F)C(=O)N1CCc2ccccc21,0.846,1.0,C[C@@H](NCCNC(=O)c1n[nH]cc1F)C(=O)N1CCc2ccccc21
C/C(=C/C(=O)NCCN1CCS(=O)(=O)CC1)C1CC1,0.189,1.0,C/C(=C/C(=O)NCCN1CCS(=O)(=O)CC1)C1CC1
c1ccc(C[C@H]2CN(c3cc4c(nn3)CCC4)CCN2)cc1,1.986,1.0,c1ccc(C[C@H]2CN(c3cc4c(nn3)CCC4)CCN2)cc1
CN(CC#N)C[C@@H](O)CN(C)C(=O)c1ccc(-c2cc[nH]n2)s1,1.026,1.0,CN(CC#N)C[C@@H](O)CN(C)C(=O)c1ccc(-c2cc[nH]n2)s1
COC(=O)c1ccccc1COC(=O)C1(C)COC(C)(C)OC1,2.306,1.0,COC(=O)c1ccccc1COC(=O)C1(C)COC(C)(C)OC1
O=C(O)CN(C(=O)NC[C@@]12C[C@H]1COC21CCC1)C1CC1,1.204,1.0,O=C(O)CN(C(=O)NC[C@@]12C[C@H]1COC21CCC1)C1CC1
Cc1cccc([C@H](C)C(=O)N(C)CCNc2cncc(C#N)n2)c1,2.331,1.0,Cc1cccc([C@H](C)C(=O)N(C)CCNc2cncc(C#N)n2)c1
CC(C)(C)c1ncc(CN2CCC[C@H](c3noc(C4CC4)n3)C2)cn1,3.414,1.0,CC(C)(C)c1ncc(CN2CCC[C@H](c3noc(C4CC4)n3)C2)cn1
COc1cncc(NC(=O)N2C[C@@H](O)CC(F)(F)C2)n1,0.7190000000000001,1.0,COc1cncc(NC(=O)N2C[C@@H](O)CC(F)(F)C2)n1
CO[C@@H](C)C(=O)NCCN(C)C(=O)[C@H]1CCc2nnn(C)c2C1,-0.471,1.0,CO[C@@H](C)C(=O)NCCN(C)C(=O)[C@H]1CCc2nnn(C)c2C1
C[C@H](CN(C)C(=O)c1ccsn1)NC(=O)c1coc(C2CC2)n1,1.899,1.0,C[C@H](CN(C)C(=O)c1ccsn1)NC(=O)c1coc(C2CC2)n1
CCCn1nccc1-c1ccc(C(F)(F)F)nc1C(=O)OC,3.161,1.0,CCCn1nccc1-c1ccc(C(F)(F)F)nc1C(=O)OC
CCOCC(=O)NC1CCC(NC(=O)CCn2ccnn2)CC1,0.248,1.0,CCOCC(=O)NC1CCC(NC(=O)CCn2ccnn2)CC1
CCc1nc(C#N)cc(NC[C@H](NC(=O)CC2CC2)C2CC2)n1,2.017,1.0,CCc1nc(C#N)cc(NC[C@H](NC(=O)CC2CC2)C2CC2)n1
C[C@H](O)CN1CCOC[C@@H]1CNC(=O)CCn1ccccc1=O,-0.564,1.0,C[C@H](O)CN1CCOC[C@@H]1CNC(=O)CCn1ccccc1=O
CCN(Cc1ccc(C)cc1)C(=O)[C@@H]1C[C@H](C)CC(=O)N1,2.258,1.0,CCN(Cc1ccc(C)cc1)C(=O)[C@@H]1C[C@H](C)CC(=O)N1
O=C(NCc1ncc(-c2ccccc2)o1)c1cocn1,2.26,1.0,O=C(NCc1ncc(-c2ccccc2)o1)c1cocn1
O=C(Nc1nc2ccsc2s1)C1CCNCC1,2.296,1.0,O=C(Nc1nc2ccsc2s1)C1CCNCC1
O=C(OC[C@H]1C[C@@]12CCOC2)c1c[nH]c(-c2nn[nH]n2)c1,0.778,1.0,O=C(OC[C@H]1C[C@@]12CCOC2)c1c[nH]c(-c2nn[nH]n2)c1
CS(=O)(=O)NC1CC(NC(=O)N2CCNC(=O)C2)C1,-1.7919999999999998,1.0,CS(=O)(=O)NC1CC(NC(=O)N2CCNC(=O)C2)C1
Fc1ccc2nc(/C=C/C3CCNCC3)ncc2c1,2.782,1.0,Fc1ccc2nc(/C=C/C3CCNCC3)ncc2c1
Cc1cc2c(cc1C)O[C@H](C(=O)N1C[C@@H](O)C[C@H]1CO)C2,0.561,1.0,Cc1cc2c(cc1C)O[C@H](C(=O)N1C[C@@H](O)C[C@H]1CO)C2
COC(=O)c1coc(CN2CCC(C(=O)c3ccc(O)cc3)CC2)c1,2.867,1.0,COC(=O)c1coc(CN2CCC(C(=O)c3ccc(O)cc3)CC2)c1
CCNC(=O)CNC1CC(CNC(=O)c2coc(C(N)=O)c2)C1,-0.387,1.0,CCNC(=O)CNC1CC(CNC(=O)c2coc(C(N)=O)c2)C1
CC(C)[C@@H](C)C(=O)N1CCC[C@H](Nc2ccc(C#N)nn2)C1,2.043,1.0,CC(C)[C@@H](C)C(=O)N1CCC[C@H](Nc2ccc(C#N)nn2)C1
Cn1cnnc1CN1CC(O)(CNC(=O)c2cc[nH]n2)C1,-1.485,1.0,Cn1cnnc1CN1CC(O)(CNC(=O)c2cc[nH]n2)C1
O=C(NC[C@@H]1CN(CCC2CC2)C[C@H]1O)c1nc[nH]c1C(F)(F)F,1.251,1.0,O=C(NC[C@@H]1CN(CCC2CC2)C[C@H]1O)c1nc[nH]c1C(F)(F)F
C[C@@H](CNC(=O)[C@H]1CCCCN1C)NC(=O)Cn1cnnn1,-1.222,1.0,C[C@@H](CNC(=O)[C@H]1CCCCN1C)NC(=O)Cn1cnnn1
Cc1cc(C(=O)NCC2CC(NC(=O)c3cc(=O)n(C)o3)C2)ccn1,0.62,1.0,Cc1cc(C(=O)NCC2CC(NC(=O)c3cc(=O)n(C)o3)C2)ccn1
CC[C@@H](C)C(=O)NCCN(C)C(=O)c1c[nH]c(=O)cn1,0.004,1.0,CC[C@@H](C)C(=O)NCCN(C)C(=O)c1c[nH]c(=O)cn1
CC(C)C[C@@H]1C(=O)NCCN1C(=O)C[C@H]1C=CCCC1,2.106,1.0,CC(C)C[C@@H]1C(=O)NCCN1C(=O)C[C@H]1C=CCCC1
COC(=O)[C@H]1C[C@@H]1C(=O)N(C)C1CN(Cc2nnnn2C)C1,-1.338,1.0,COC(=O)[C@H]1C[C@@H]1C(=O)N(C)C1CN(Cc2nnnn2C)C1
CO[C@H](C)C(=O)NCC[C@H]1CCCCN1C(=O)c1ccoc1C1CC1,2.693,1.0,CO[C@H](C)C(=O)NCC[C@H]1CCCCN1C(=O)c1ccoc1C1CC1
COc1cc(C(=O)N(C)CCN(C)Cc2nnc(C)o2)sn1,1.047,1.0,COc1cc(C(=O)N(C)CCN(C)Cc2nnc(C)o2)sn1
C#CCOCCC(=O)N1CCC[C@@H](Nc2nnc(CC)c(CC)n2)C1,1.439,1.0,C#CCOCCC(=O)N1CCC[C@@H](Nc2nnc(CC)c(CC)n2)C1
O=C(OC[C@@H]1CNC(=O)O1)[C@H]1CCCCN1Cc1ccccc1,1.693,1.0,O=C(OC[C@@H]1CNC(=O)O1)[C@H]1CCCCN1Cc1ccccc1
Cn1nnnc1CN1C[C@H]2C(CNC(=O)c3ccc(F)cc3F)[C@@H]2C1,0.596,1.0,Cn1nnnc1CN1C[C@H]2C(CNC(=O)c3ccc(F)cc3F)[C@@H]2C1
Cc1ccc(C(=O)NC[C@H]2CC[C@H](NC(=O)C3CC3)C2)n1C,1.758,1.0,Cc1ccc(C(=O)NC[C@H]2CC[C@H](NC(=O)C3CC3)C2)n1C
C[C@H](C(=O)NC[C@@]1(O)CCOC1)[C@H]1CCC(=O)N1,-0.831,1.0,C[C@H](C(=O)NC[C@@]1(O)CCOC1)[C@H]1CCC(=O)N1
Cn1cc([C@@H](CO)NCc2cn3cc(Cl)ccc3n2)cn1,1.544,1.0,Cn1cc([C@@H](CO)NCc2cn3cc(Cl)ccc3n2)cn1
CC(C)Cn1ccc(C(=O)NCC[C@@H]2CCN(CC3CC(C)C3)C2)n1,3.027,1.0,CC(C)Cn1ccc(C(=O)NCC[C@@H]2CCN(CC3CC(C)C3)C2)n1
COC[C@H](C)n1nnnc1N1C[C@H](O)[C@H](CO)C1,-1.33,1.0,COC[C@H](C)n1nnnc1N1C[C@H](O)[C@H](CO)C1
CCn1nc2c(c1C(=O)Nc1nc(OC)cnc1Cl)CCCC2,2.486,1.0,CCn1nc2c(c1C(=O)Nc1nc(OC)cnc1Cl)CCCC2
Cc1noc(CCC(=O)OCC[C@H]2CCc3ccccc32)n1,2.974,1.0,Cc1noc(CCC(=O)OCC[C@H]2CCc3ccccc32)n1
C[C@H]1CN(C(=O)c2cnn(C)n2)C[C@H]1NCc1nnc(C2CC2)s1,0.794,1.0,C[C@H]1CN(C(=O)c2cnn(C)n2)C[C@H]1NCc1nnc(C2CC2)s1
Cc1cc(C)c(C(=O)N[C@@H]2[C@H]3C[C@H]2CN3c2ncc(C#N)cc2F)o1,2.309,1.0,Cc1cc(C)c(C(=O)N[C@@H]2[C@H]3C[C@H]2CN3c2ncc(C#N)cc2F)o1
O=C(Cn1ncnn1)N1CC[C@@H](NC(=O)[C@H]2CC23CCCC3)C1,-0.03,1.0,O=C(Cn1ncnn1)N1CC[C@@H](NC(=O)[C@H]2CC23CCCC3)C1
O=C(NC[C@@H](O)c1ccco1)c1cc(F)c(F)c(F)c1,2.16,1.0,O=C(NC[C@@H](O)c1ccco1)c1cc(F)c(F)c(F)c1
O=C(NC[C@@H]1CCCC[C@@H]1O)c1csc(-c2ccoc2)n1,2.684,1.0,O=C(NC[C@@H]1CCCC[C@@H]1O)c1csc(-c2ccoc2)n1
CN(C(=O)Cn1cc2ccccc2n1)[C@H]1CC1(C)C,2.293,1.0,CN(C(=O)Cn1cc2ccccc2n1)[C@H]1CC1(C)C
CC(=O)NC1(CNC(=O)CN2CCOCC2=O)CCOCC1,-1.3530000000000002,1.0,CC(=O)NC1(CNC(=O)CN2CCOCC2=O)CCOCC1
Cc1cc(NC(=O)CCc2ccco2)n(C(C)(C)C)n1,3.111,1.0,Cc1cc(NC(=O)CCc2ccco2)n(C(C)(C)C)n1
COc1ccc(C(=O)NC[C@@H](C)N(C)c2ncc(F)cn2)c(F)c1,2.018,1.0,COc1ccc(C(=O)NC[C@@H](C)N(C)c2ncc(F)cn2)c(F)c1
CC[C@@H](NC(C)=O)C(=O)N1C[C@H](C)Oc2cc(C)ccc21,2.024,1.0,CC[C@@H](NC(C)=O)C(=O)N1C[C@H](C)Oc2cc(C)ccc21
NC(=O)[C@H]1CC12CCN(C(=O)c1c[nH]c3c1cccc3O)CC2,1.601,1.0,NC(=O)[C@H]1CC12CCN(C(=O)c1c[nH]c3c1cccc3O)CC2
O=C(C[C@@H]1C=CCC1)N1CCN([C@@H]2CCN(C(=O)C(F)F)C2)CC1,1.3530000000000002,1.0,O=C(C[C@@H]1C=CCC1)N1CCN([C@@H]2CCN(C(=O)C(F)F)C2)CC1
C[C@H](c1nnnn1C)N1CCC[C@@H](NC(=O)Cn2nccn2)CC1,-0.467,1.0,C[C@H](c1nnnn1C)N1CCC[C@@H](NC(=O)Cn2nccn2)CC1
COc1cccc(CN[C@H](C)[C@@H]2CCN(C(=O)/C=C(/C)C3CC3)C2)c1,3.378,1.0,COc1cccc(CN[C@H](C)[C@@H]2CCN(C(=O)/C=C(/C)C3CC3)C2)c1
COc1cccc(CCN[C@H](C(=O)O)c2ccc(C#N)cc2)c1OC,2.533,1.0,COc1cccc(CCN[C@H](C(=O)O)c2ccc(C#N)cc2)c1OC
COCCC(=O)N[C@@H]1[C@H]2CN(Cc3nc(=O)n(C)[nH]3)C[C@H]21,-1.3090000000000002,1.0,COCCC(=O)N[C@@H]1[C@H]2CN(Cc3nc(=O)n(C)[nH]3)C[C@H]21
C[C@H]1[C@H](C(F)(F)F)CCCN1S(=O)(=O)CC1(C#N)CC1,2.283,1.0,C[C@H]1[C@H](C(F)(F)F)CCCN1S(=O)(=O)CC1(C#N)CC1
Cc1ccc(C(=O)N2CCO[C@@H]3CN(Cc4csnn4)C[C@@H]32)cn1,0.967,1.0,Cc1ccc(C(=O)N2CCO[C@@H]3CN(Cc4csnn4)C[C@@H]32)cn1
O=C(NC1CN(Cc2csc(Cl)n2)C1)[C@H]1[C@@H]2CCCC[C@@H]21,2.533,1.0,O=C(NC1CN(Cc2csc(Cl)n2)C1)[C@H]1[C@@H]2CCCC[C@@H]21
Cc1c[nH]cc1C(=O)NC1CCN(C(=O)c2nccs2)CC1,1.814,1.0,Cc1c[nH]cc1C(=O)NC1CCN(C(=O)c2nccs2)CC1
O=C(NCc1ccc(-c2ncon2)cc1)C(F)F,1.618,1.0,O=C(NCc1ccc(-c2ncon2)cc1)C(F)F
Cc1nnc(CNC(=O)N2CCN(C(=O)[C@H]3CCCO3)CC2)s1,0.379,1.0,Cc1nnc(CNC(=O)N2CCN(C(=O)[C@H]3CCCO3)CC2)s1
C[C@@H](N[C@@H]1[C@H]2CNC[C@H]21)c1cc(Br)c(F)cc1O,2.162,1.0,C[C@@H](N[C@@H]1[C@H]2CNC[C@H]21)c1cc(Br)c(F)cc1O
Cc1nonc1CN1C[C@H]2CC[C@@H](C1)N2C(=O)[C@H]1CCCCN1C,1.038,1.0,Cc1nonc1CN1C[C@H]2CC[C@@H](C1)N2C(=O)[C@H]1CCCCN1C
CC(C)c1nn(C)c(Cl)c1C(=O)N[C@@H]1CSC[C@H]1C,2.678,1.0,CC(C)c1nn(C)c(Cl)c1C(=O)N[C@@H]1CSC[C@H]1C
CC(C)C1CN(C(=O)NCCOCc2ccccc2)C1,2.501,1.0,CC(C)C1CN(C(=O)NCCOCc2ccccc2)C1
C#CCNN=Cc1cc(C)n(CCN2CCOCC2)c1C,0.994,1.0,C#CCNN=Cc1cc(C)n(CCN2CCOCC2)c1C
Cc1nccc(N(C)[C@@H](C)CNC(=O)C2(C(F)F)CCC2)n1,2.161,1.0,Cc1nccc(N(C)[C@@H](C)CNC(=O)C2(C(F)F)CCC2)n1
CC[C@H](C)NC(=O)CN[C@@H]1CN(C(=O)C2(F)CCCCC2)C[C@H]1C,2.01,1.0,CC[C@H](C)NC(=O)CN[C@@H]1CN(C(=O)C2(F)CCCCC2)C[C@H]1C
c1c(CNC2CCN(C3CCC3)CC2)nnn1-c1ccccc1,2.374,1.0,c1c(CNC2CCN(C3CCC3)CC2)nnn1-c1ccccc1
O=C([C@H]1CC2(CO1)CCNCC2)N1CC(O)([C@H]2CCCCN2)C1,-0.14,1.0,O=C([C@H]1CC2(CO1)CCNCC2)N1CC(O)([C@H]2CCCCN2)C1
Cc1ccc(S(=O)(=O)N[C@H]2CCC[C@@H]3C[C@@H]32)cc1Br,3.224,1.0,Cc1ccc(S(=O)(=O)N[C@H]2CCC[C@@H]3C[C@@H]32)cc1Br
NC[C@H](C(=O)NC[C@@H]1CCC2(CCOCC2)O1)C1CCCCCC1,2.376,1.0,NC[C@H](C(=O)NC[C@@H]1CCC2(CCOCC2)O1)C1CCCCCC1
CC1(C)O[C@@H]2CC(NC(=O)N3CCC[C@H](CF)C3)C[C@H]2O1,2.06,1.0,CC1(C)O[C@@H]2CC(NC(=O)N3CCC[C@H](CF)C3)C[C@H]2O1
CCCC[C@@H](C)C(=O)N1C[C@@H](CNCc2nc(O)n[nH]2)[C@H](C)C1,1.521,1.0,CCCC[C@@H](C)C(=O)N1C[C@@H](CNCc2nc(O)n[nH]2)[C@H](C)C1
CC1(C)CC[C@@H]1C(=O)N[C@@H]1CN(CC(=O)NC(N)=O)C[C@@H]1O,-1.221,1.0,CC1(C)CC[C@@H]1C(=O)N[C@@H]1CN(CC(=O)NC(N)=O)C[C@@H]1O
C[C@H](CN(C)c1cnc2ccccc2n1)NC(=O)/C=C/C1CC1,2.537,1.0,C[C@H](CN(C)c1cnc2ccccc2n1)NC(=O)/C=C/C1CC1
COc1cc(Br)cc(NC(=O)N[C@@]2(C)CCOC2)c1,2.758,1.0,COc1cc(Br)cc(NC(=O)N[C@@]2(C)CCOC2)c1
N#Cc1ccc(NC(=O)NCc2cccnn2)cc1F,1.809,1.0,N#Cc1ccc(NC(=O)NCc2cccnn2)cc1F
COc1ccc(Cn2cc(-c3ncccc3CC#N)cn2)cc1,3.068,1.0,COc1ccc(Cn2cc(-c3ncccc3CC#N)cn2)cc1
Cn1ccc(CNC(=O)c2c[nH]nc2-c2cc3ccccc3o2)c1,3.091,1.0,Cn1ccc(CNC(=O)c2c[nH]nc2-c2cc3ccccc3o2)c1
Cc1cc(N2CC[C@@](O)(CNC(=O)[C@@H]3CN(C)C(=O)N3)C2)ncn1,-1.134,1.0,Cc1cc(N2CC[C@@](O)(CNC(=O)[C@@H]3CN(C)C(=O)N3)C2)ncn1
CC(C)C[C@@H](CNC(=O)[C@@H]1C[C@H]2CC[C@H]1O2)N(C)C,1.646,1.0,CC(C)C[C@@H](CNC(=O)[C@@H]1C[C@H]2CC[C@H]1O2)N(C)C
CCc1nc[nH]c1C(=O)N[C@H]1CCCN(Cc2cncs2)[C@@H]1C,2.212,1.0,CCc1nc[nH]c1C(=O)N[C@H]1CCCN(Cc2cncs2)[C@@H]1C
C[C@@H](NC(=O)NC[C@H]1CCCNC1=O)[C@@H]1C[C@H](C(=O)O)C1(C)C,0.947,1.0,C[C@@H](NC(=O)NC[C@H]1CCCNC1=O)[C@@H]1C[C@H](C(=O)O)C1(C)C
c1cc(-c2nc([C@@H]3CCCN3)no2)ccc1OC1CCCC1,3.483,1.0,c1cc(-c2nc([C@@H]3CCCN3)no2)ccc1OC1CCCC1
CCCc1cc(N2CC(S(C)(=O)=O)C2)n2ncnc2n1,0.31,1.0,CCCc1cc(N2CC(S(C)(=O)=O)C2)n2ncnc2n1
CC[C@@]1(O)CCN(C(=O)/C=C\c2ccc3cc(OC)ccc3c2)C1,3.235,1.0,CC[C@@]1(O)CCN(C(=O)/C=C\c2ccc3cc(OC)ccc3c2)C1
CC(=O)Nc1cccnc1NS(=O)(=O)c1cnn(CC(=O)O)c1,0.122,1.0,CC(=O)Nc1cccnc1NS(=O)(=O)c1cnn(CC(=O)O)c1
C[C@@H]1CCO[C@@H]1C(=O)NC[C@@H]1CCN1C(=O)c1cnon1,-0.175,1.0,C[C@@H]1CCO[C@@H]1C(=O)NC[C@@H]1CCN1C(=O)c1cnon1
O=C(O)C[C@H](C(=O)Oc1ccc2nccnc2c1)[C@H](O)C(=O)O,0.072,1.0,O=C(O)C[C@H](C(=O)Oc1ccc2nccnc2c1)[C@H](O)C(=O)O
Fc1cccc(C=NOC2CCOCC2)c1OC(F)F,2.957,1.0,Fc1cccc(C=NOC2CCOCC2)c1OC(F)F
O=C(c1nc2ncccn2n1)N1CCN([C@H]2CCNC2=O)CC1,-1.229,1.0,O=C(c1nc2ncccn2n1)N1CCN([C@H]2CCNC2=O)CC1
CC(C)(C)N1C[C@H](C(=O)Nc2nc3c(s2)CCCC3(C)C)CC1=O,3.343,1.0,CC(C)(C)N1C[C@H](C(=O)Nc2nc3c(s2)CCCC3(C)C)CC1=O
Cc1cnc(CNCCCNC(=O)c2oc(C)nc2C)o1,1.4980000000000002,1.0,Cc1cnc(CNCCCNC(=O)c2oc(C)nc2C)o1
C#CCCN1CCCO[C@H](CNC(=O)[C@@H]2CN(CC)CCO2)C1,-0.063,1.0,C#CCCN1CCCO[C@H](CNC(=O)[C@@H]2CN(CC)CCO2)C1
CC1(C(=O)N2CC[C@H](CCNC(=O)Cc3cccnc3)C2)CCCC1,2.559,1.0,CC1(C(=O)N2CC[C@H](CCNC(=O)Cc3cccnc3)C2)CCCC1
CN1CCN(CCNC(=O)c2nccc3[nH]ccc32)CC1,0.54,1.0,CN1CCN(CCNC(=O)c2nccc3[nH]ccc32)CC1
COC(=O)c1[nH]c(C)cc1NC(=O)Cc1c(C)nc(O)nc1O,0.8009999999999999,1.0,COC(=O)c1[nH]c(C)cc1NC(=O)Cc1c(C)nc(O)nc1O
CCc1nnc(N2CCS[C@@H](C)[C@@H]2C)n1CCC1(C)CC1,3.361,1.0,CCc1nnc(N2CCS[C@@H](C)[C@@H]2C)n1CCC1(C)CC1
CCN(C(=O)c1nnc(O)nc1O)[C@H](C)CNC(C)=O,-0.731,1.0,CCN(C(=O)c1nnc(O)nc1O)[C@H](C)CNC(C)=O
CC(=O)N[C@H](C(=O)OCC(=O)N1CCCc2ccccc21)C(C)C,1.67,1.0,CC(=O)N[C@H](C(=O)OCC(=O)N1CCCc2ccccc21)C(C)C
